,pub_time,weibo_content,forward,comment,like,weibo_url,weibo_topic
0,2月23日 23:47,【#28年前南医大女学生被杀案告破#】@平安南京 23日通报：1992年3月24日，江苏南京市鼓楼区原南京医学院发生一起残忍杀害在校女学生林某的案件，因破案条件不足，凶手没有明确。2020年2月23日，专案组侦查取得重大破案线索，于当日凌晨抓获犯罪嫌疑人麻某某，一举破获此案。目前案件正在进步侦办中。（ ​​​​...展开全文,1044.0,1724.0,18485.0,https://weibo.com/2656274875/IvAjQpGCN?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#28年前南医大女学生被杀案告破#
1,2月23日 23:14,#主播说联播#【#二月二理发别扎堆#】习近平总书记强调，针对当前疫情形势，必须高度警惕麻痹思想、厌战情绪、侥幸心理、松劲心态，不获全胜决不轻言成功。然而最近几天，有人开始放飞自我，摘口罩、聚会。行百里者半九十。转发提醒：明天二月二#龙抬头#，大家理发别扎堆，做好防护，等疫情结束，咱踏踏 ​​​​...展开全文,2171.0,2513.0,26841.0,https://weibo.com/2656274875/IvA6qkAaz?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#二月二理发别扎堆#
2,2月23日 22:56,#不获全胜决不轻言成功#【全文！习近平在统筹推进新冠肺炎疫情防控和经济社会发展工作部署会议上的讲话】 习近平：不获全胜决不轻言成功 ​​​​,857.0,380.0,3055.0,https://weibo.com/2656274875/IvzZ2iH5R?from=page_1002062656274875_profile&wvr=6&mod=weibotime,全文！习近平在统筹推进新冠肺炎疫情防控和经济社会发展工作部署会议上的讲话
3,2月23日 22:48,【转发祝贺！#C919客机106架机转场东营试飞#】23日，C919大型客机106架机于11时08分从上海浦东机场起飞，历经1小时59分，于13时07分降落山东省东营胜利机场。C919大型客机106架机将在东营等试飞基地开展验证客舱、照明、外部噪声等相关科目的试飞任务。看独家视频↓（总台央视记者乔全兴）  ​​​​...展开全文,670.0,785.0,4984.0,https://weibo.com/2656274875/IvzVVmcr6?from=page_1002062656274875_profile&wvr=6&mod=weibotime,转发祝贺！#C919客机106架机转场东营试飞#
4,2月23日 22:31,#韩国新冠肺炎致6人死亡#【#韩国最小感染者仅16个月#】据韩国卫生部门消息，截至当地时间23日16时，韩国累计确诊新型冠状病毒感染者602人；另据消息，23日晚，死亡总数升至6人。此外，韩国一名出生16个月的女婴23日被确诊感染新型冠状病毒，为韩国已确诊的最小感染者。（总台记者唐鑫） ​​​​,475.0,2568.0,22672.0,https://weibo.com/2656274875/IvzPeuw3a?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#韩国最小感染者仅16个月#
5,2月23日 22:24,【转发送别！#黄文军医生感染新冠肺炎去世#】今天下午19时30分，湖北孝感市中心医院呼吸内科副主任医师黄文军，在抗击新型冠状病毒肺炎的战役中，不幸被感染，经多方抢救医治无效，不幸牺牲，年仅42岁。转发送别#医生黄文军#！网页链接 ​​​​,127585.0,76057.0,544373.0,https://weibo.com/2656274875/IvzM872Vx?from=page_1002062656274875_profile&wvr=6&mod=weibotime,转发送别！#黄文军医生感染新冠肺炎去世#
6,2月23日 22:06,#武汉小区村庄24小时封闭管理还将持续#【#武汉致全体市民的一封信#：坚持！#武汉市民是疫情防控的硬核力量#】当前，疫情防控正处于胶着对垒状态，患者救治正全力推进，病毒传播途径尚未完全阻断，疫情防控形势仍然十分严峻复杂。在这紧要关头，稍有疏忽大意、麻痹松懈，就会让所有防控努力前功尽弃、付 ​​​​...展开全文,1161.0,7182.0,75604.0,https://weibo.com/2656274875/IvzEMdIzJ?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#武汉致全体市民的一封信#：坚持！#武汉市民是疫情防控的硬核力量#
7,2月23日 21:57,【直播！#揭秘胖妞首次参加大型非战争军事行动#】运-20五天两次现身武汉天河机场，国产大型运输机首次执行非战争军事行动，背后有哪些故事？从接一线医护人员到供应餐食，快递小哥如何帮助医护人员搞定生活难题？央视新闻专访空军运-20首装师师长杜宝林、武汉快递小哥汪勇，关注↓  ​​​​...展开全文,818.0,315.0,16066.0,https://weibo.com/2656274875/IvzBneUFu?from=page_1002062656274875_profile&wvr=6&mod=weibotime,直播！#揭秘胖妞首次参加大型非战争军事行动#
8,2月23日 21:43,【习近平：#不获全胜决不轻言成功#】统筹推进新冠肺炎疫情防控和经济社会发展工作部署会议23日在北京召开。习近平出席会议并发表重要讲话。他强调，各级党委和政府必须高度警惕麻痹思想、厌战情绪、侥幸心理、松劲心态，继续毫不放松抓紧抓实抓细各项防控工作，不获全胜决不轻言成功。各级干部特别是领 ​​​​...展开全文,873.0,563.0,4709.0,https://weibo.com/2656274875/IvzvAc1Ja?from=page_1002062656274875_profile&wvr=6&mod=weibotime,习近平：#不获全胜决不轻言成功#
9,2月23日 21:29,【#七旬爷爷托医生给老伴儿送玫瑰#】近日，湖北武汉，七旬老夫妻尹爷爷和杨奶奶被确诊为新冠肺炎后，一起入院接受治疗。经救治，尹爷爷身体逐渐好转，即将出院时，他委托医生给老伴儿送一朵玫瑰花，并写了一封信，“希望你安心养病，早日康复，我们家中相聚”。网友：好浪漫，爷爷奶奶都要平安 ​​​​...展开全文,406.0,421.0,5589.0,https://weibo.com/2656274875/IvzpJiigv?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#七旬爷爷托医生给老伴儿送玫瑰#
