,pub_time,weibo_content,forward,comment,like,weibo_url,weibo_topic
0,3月9日 23:45,【总书记指挥这场人民战争——决战双胜】一场抗击新冠肺炎疫情的人民战争正在进行，而此时的中国，另一场同样由习近平总书记亲自指挥、亲自部署的脱贫攻坚战也进入决战决胜最后关头，两场决战几乎同步展开。在以习近平同志为核心的党中央坚强领导下，全国人民同舟共济，众志成城，必将坚决夺取双胜利！ ​​​​...展开全文,1437.0,1125.0,6108.0,https://weibo.com/2656274875/IxRIkjfuk?from=page_1002062656274875_profile&wvr=6&mod=weibotime,总书记指挥这场人民战争——决战双胜
1,3月9日 23:44,【#银行里的现金也要消毒隔离14天#】央行规定，对疫情防控重点地区回笼现金消毒后，要存放14天再投放市场；对非重点地区回笼现金消毒后，存放7天以上再投放市场，且对外付出的现金尽可能以新钞或疫情前回笼钞票为主。记者在银行，记录了现金消毒、清分、分区处理的全过程↓（总台央视记者孙艳 杜雷鸣） ​​​​...展开全文,498.0,478.0,2971.0,https://weibo.com/2656274875/IxRIgcFBB?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#银行里的现金也要消毒隔离14天#
2,3月9日 23:17,【#泉州坍塌酒店母子被困2天成功获救# 转起！】今夜，消防员在泉州欣佳酒店坍塌事故现场发现一对母子，经过消防员奋力施救，母子已经被成功救出！央视新闻的微博视频 ​​​​,832.0,980.0,8307.0,https://weibo.com/2656274875/IxRx1rAi9?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#泉州坍塌酒店母子被困2天成功获救# 转起！
3,3月9日 23:00,#主播说联播#【郭志坚：殉职人员的家属必须得到妥善照顾】民政部公布数据#全国53位城乡社区工作者疫情防控中殉职#，在战“疫”一线，他们坚守到了生命最后一刻，向他们致敬。53个生命背后是53个家庭，殉职人员家属必须得到妥善照顾。谢谢每一个守护过我们的人，一起珍惜未来的每一天！  ​​​​...展开全文,541.0,531.0,7105.0,https://weibo.com/2656274875/IxRqgEzea?from=page_1002062656274875_profile&wvr=6&mod=weibotime,郭志坚：殉职人员的家属必须得到妥善照顾
4,3月9日 22:35,#全球抗疫第一线#【直播！美国疫情现状如何？】近日，一名参加了上月底美国保守政治行动会议的人士被确诊感染了新冠病毒，美国总统特朗普和副总统彭斯曾共同出席这一会议。美国疫情现状如何？白宫又有哪些应对方式？记者带来一线观察！（央视记者殷岳） 央视新闻的微博视频 . ​​​​,1240.0,3045.0,28220.0,https://weibo.com/2656274875/IxRg95EOy?from=page_1002062656274875_profile&wvr=6&mod=weibotime,直播！美国疫情现状如何？
5,3月9日 22:34,【#泉州坍塌酒店母子被困超50小时# 正在救援！转！愿平安！】今夜，消防员在泉州欣佳酒店坍塌事故现场发现一对母子，因所处位置较深，救援难度很大，消防员正在奋力救援！加油！中国消防的秒拍视频 ​​​​,363.0,878.0,3893.0,https://weibo.com/2656274875/IxRfwER7F?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#泉州坍塌酒店母子被困超50小时# 正在救援！转！愿平安！
6,3月9日 22:01,#美股熔断#【#2008年金融危机以来美股首次暴跌熔断#】美国三大股指9日开盘暴跌，其中道指下跌近1900点，触发熔断机制，临时停盘15分钟，这是2008年金融危机以来美股首次因暴跌熔断。再度开盘交易后，市场恐慌情绪仍未消减，股市继续下探。（央视记者王逢治） ​​​​,4546.0,3449.0,34476.0,https://weibo.com/2656274875/IxR2ps5iq?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#2008年金融危机以来美股首次暴跌熔断#
7,3月9日 21:52,#岩松帮你问#【#甘肃省卫健委回应如何应对输入性病例#】面对33例新增输入性病例，甘肃如何应对？今日休舱的江汉方舱医院留下的是什么？白岩松连线甘肃省卫生健康委员会主任郭玉芬、武汉市江汉方舱医院院长孙晖，解读公众关心的疫情问题↓↓ 央视新闻的微博视频 . ​​​​,632.0,1443.0,10627.0,https://weibo.com/2656274875/IxQYDaNr8?from=page_1002062656274875_profile&wvr=6&mod=weibotime,#甘肃省卫健委回应如何应对输入性病例#
8,3月9日 20:56,#天上的星星参北斗#【转发祝贺！#我国成功发射第54颗北斗导航卫星#】今日19时55分，我国在西昌卫星发射中心用长征三号乙运载火箭，成功发射北斗系统第五十四颗导航卫星。5月份，我国将按计划发射最后一颗地球静止轨道卫星。届时，北斗三号全球星座部署将全面完成！（总台央视记者刘常连） ​​​​...展开全文,5083.0,3857.0,67556.0,https://weibo.com/2656274875/IxQC7gHYq?from=page_1002062656274875_profile&wvr=6&mod=weibotime,转发祝贺！#我国成功发射第54颗北斗导航卫星#
9,3月9日 20:29,【转起提醒！就在今夜！#超级月亮#来了】天文预报显示，3月10日1点48分，将出现“超级月亮”景观！超级月亮是一种满月时，月亮位于近地点附近的现象。这一次是月球距离地球全年第二近的时刻！阳台上看美景吧！ 央视新闻的微博视频 ​​​​,15572.0,15970.0,215727.0,https://weibo.com/2656274875/IxQqT3LCG?from=page_1002062656274875_profile&wvr=6&mod=weibotime,转起提醒！就在今夜！#超级月亮#来了
