,头像,WB_from,WB_text,forward,comment,like,缩略图,weibo_url
2,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597058662&ssig=ejsWQPs9ar,https://tvax4.sinaimg.cn/crop.0.0.512.512.180/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597058662&ssig=9IWXNEivTi",2月9日 23:15 来自 微博云剪            	                                            已编辑,#央视新闻面对面#【#央视专访武汉120调度员#】周婵是武汉市急救中心120调度员。疫情期他们一天最多接过15700多个电话。“没完没了地接电话我觉得没问题，可是问题是，还有那么多电话我没有接起来，那才是最大的问题！”周婵说，非常时期，无车可派的情况有时会达到几百多单。“时间就是生命啊！”  ​​​​...展开全文,696.0,1301.0,5833.0,,https://weibo.com/2656274875/Its83p8kg?from=page_1002062656274875_profile&wvr=6&mod=weibotime
3,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597058662&ssig=ejsWQPs9ar",2月9日 22:37 来自 微博 weibo.com            	                                            已编辑,【#红十字会总会要求湖北彻底整改#】中国红十字会党组书记、常务副会长梁惠玲率领总会工作组于2月1日晚奔赴武汉，调查处置舆情反映有关问题，依法规范捐赠款物接受使用和信息公开工作。对疫情防控工作进行再调度、再部署、再动员，要求深刻汲取捐赠款物管理失职失责的惨痛教训，迅速开展自查自纠，采取 ​​​​...展开全文,3385.0,31128.0,427645.0,"https://wx1.sinaimg.cn/thumb150/9e5389bbly1gbqj0aahv9j20i20efgnq.jpg,https://wx4.sinaimg.cn/thumb150/9e5389bbly1gbqiypubsij20go0gogvn.jpg",https://weibo.com/2656274875/ItrSnv9EI?from=page_1002062656274875_profile&wvr=6&mod=weibotime
4,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597058662&ssig=ejsWQPs9ar",2月9日 21:58 来自 微博云剪,【#如何避免假阴性#】武汉大学中南医院重症监护室主任彭志勇：目前主要依赖核酸检测阳性的结果来判断病例。但有一个问题，取样是取鼻咽部，上呼吸道里阳性预估值是比较低的。目前报道只有30%的病人可能是阳性。怎么避免假阴性？影像学结果非常重要。CT可提供新冠肺炎的表象，可减少漏诊率。  ​​​​...展开全文,512.0,742.0,5622.0,,https://weibo.com/2656274875/ItrCQvTRL?from=page_1002062656274875_profile&wvr=6&mod=weibotime
5,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597058662&ssig=ejsWQPs9ar",2月9日 21:45 来自 微博原生直播,【直播！#央视专访武汉一线医护人员#】#央视新闻面对面#专访武汉市急救中心120调度员周婵、武汉大学人民医院呼吸内Ⅱ科副主任医师张旃、华中科技大学附属协和医院呼吸内科副主任周琼、武汉大学中南医院急救中心护士郭琴。一起关注战“疫”一线，看直播！ 央视新闻的微博视频 . ​​​​,1386.0,1412.0,48481.0,,https://weibo.com/2656274875/ItrxjpEE2?from=page_1002062656274875_profile&wvr=6&mod=weibotime
6,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597058662&ssig=ejsWQPs9ar",2月9日 21:42 来自 微博云剪            	                                            已编辑,【#78%人类新发传染病与野生动物有关#】华中农业大学教授陈焕春：华南农业大学报道了穿山甲有可能是潜在的中间宿主，新型冠状病毒也可能存在多个中间宿主。穿山甲毒株与目前感染人毒株序列相似度高达99%。这个相似性还在观察，它可能是某个基因片断，或整个全基因组序列。当今人类新发传染病78%与野生 ​​​​...展开全文,5758.0,13342.0,336188.0,,https://weibo.com/2656274875/Itrw2fDhG?from=page_1002062656274875_profile&wvr=6&mod=weibotime
7,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597058662&ssig=ejsWQPs9ar",2月9日 21:00 来自 微博原生直播,#共同战疫#【直播！#湖北疫情防控发布会#】今晚，湖北省召开第19场疫情防控工作新闻发布会，介绍湖北省新冠肺炎疫情防控科研攻关工作的进展情况。关注！（总台央视记者王伟超） 央视新闻的微博直播 . ​​​​,933.0,2029.0,56942.0,,https://weibo.com/2656274875/ItrfcAtYv?from=page_1002062656274875_profile&wvr=6&mod=weibotime
8,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597058662&ssig=ejsWQPs9ar",2月9日 20:40 来自 微博 weibo.com,【今天，#12地5136名医护人员奔赴武汉#】据不完全统计，今日已有12地5136名医护人员陆续驰援武汉，增援一线。其中辽宁1000人，江苏958人，浙江800余名，山东695人，山西300人，四川300人，安徽300人，河南300人，福建264人，上海瑞金医院136人，贵州42人，江西41人。#全国医生大会师#，盼凯旋！ ​​​​,5131.0,7157.0,71579.0,"https://wx4.sinaimg.cn/orj360/9e5389bbly1gbqfh6inkpj20u00fztio.jpg,https://wx1.sinaimg.cn/orj360/9e5389bbly1gbqfhit6mqj21400u0e85.jpg,https://wx1.sinaimg.cn/orj360/9e5389bbly1gbqfi5lxprj21400u0u12.jpg,https://wx4.sinaimg.cn/orj360/9e5389bbly1gbqfh6dn1ej20k00dctcb.jpg,https://wx4.sinaimg.cn/orj360/9e5389bbly1gbqfhbp7z9j21400u0qv5.jpg,https://wx2.sinaimg.cn/orj360/9e5389bbly1gbqfhrpm3jj20u00jzjsp.jpg,https://wx1.sinaimg.cn/orj360/9e5389bbly1gbqfhz68h6j20zt0u0kjm.jpg,https://wx4.sinaimg.cn/orj360/9e5389bbly1gbqfh5sg1fj20zk0gdtbn.jpg,https://wx1.sinaimg.cn/orj360/9e5389bbly1gbqfh5vi8hj21400u0gou.jpg",https://weibo.com/2656274875/Itr704l7n?from=page_1002062656274875_profile&wvr=6&mod=weibotime
9,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597058662&ssig=ejsWQPs9ar",2月9日 20:10 来自 微博 weibo.com            	                                            已编辑,【转给家长！#如何帮儿童做好疫情防控#？】这8件事千万别对着孩子做↓↓①别去人口密集的地方；②别不洗手就抱孩子；③别给孩子戴大人的口罩；④别对着孩子打喷嚏；⑤别跟孩子共用餐具；⑥别忘了每日给房间通风；⑦别忘了给手机和钥匙消毒；⑧别把恐慌传递给孩子。转扩！ ​​​​,2679.0,654.0,3687.0,"https://wx1.sinaimg.cn/thumb150/9e5389bbly1gbqepr4ybyj20p018ngrt.jpg,https://wx4.sinaimg.cn/thumb150/9e5389bbly1gbqepszsmfj20p018nahv.jpg,https://wx4.sinaimg.cn/thumb150/9e5389bbly1gbqepul3d1j20p018ndlv.jpg,https://wx3.sinaimg.cn/thumb150/9e5389bbly1gbqepwbrqwj20p018ndnc.jpg,https://wx4.sinaimg.cn/thumb150/9e5389bbly1gbqepy0i0aj20p018nkc9.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1gbqepzlku7j20p018nqdn.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1gbqeq1pulgj20p018ngv5.jpg,https://wx4.sinaimg.cn/thumb150/9e5389bbly1gbqeq3n97zj20p018ngtw.jpg,https://wx2.sinaimg.cn/thumb150/9e5389bbly1gbqeq5i1gfj20p018n47x.jpg",https://weibo.com/2656274875/ItqUW7vMX?from=page_1002062656274875_profile&wvr=6&mod=weibotime
10,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597058662&ssig=ejsWQPs9ar",2月9日 19:42 来自 微博原生直播,【#守望春天灯火依旧#】元夕刚过，月色皎皎；点点灯火，灼灼夜幕。一户一盏灯，一灯一围坐。此时此刻，直播镜头行走在中国的海滨山城，长街小巷，无数座城市，坚持以灯作画，在夜幕上写下武汉加油的字句。此时此刻，你有什么想诉说？留言↓一起为武汉打气，为中国鼓劲！ 央视新闻的微博视频 . ​​​​,917.0,4265.0,22335.0,,https://weibo.com/2656274875/ItqJlt5RQ?from=page_1002062656274875_profile&wvr=6&mod=weibotime
11,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597058662&ssig=ejsWQPs9ar",2月9日 19:35 来自 微博云剪            	                                            已编辑,【#这场战役没有一个人是孤单的#】元宵节当天，央视新闻记者煮了三百份汤圆送给半个月来采访过的对象：有奋战在一线的医生护士，有每天给周边医院送盒饭的小姐姐，有坚守岗位的供电公司调度员，还有给82岁老爷爷送菜的社区工作人员……我们想用这碗汤圆告诉他们：你心里装着大家，我们心里装着你！我们 ​​​​...展开全文,415.0,462.0,5751.0,,https://weibo.com/2656274875/ItqGF9KkA?from=page_1002062656274875_profile&wvr=6&mod=weibotime
